x	y
-1.228946999996129	866236.335337382
-1.2287631634660308	0
-1.2285793269359324	-577490.8902249214
-1.228395490405834	0
-1.2282116538757357	0
-1.2280278173456374	1732472.670674764
-1.227843980815539	3753690.786461989
-1.2276601442854407	4331181.676686911
-1.2274763077553423	3464945.341349528
-1.227292471225244	2598709.0060121464
-1.2271086346951456	2309963.5608996856
-1.2269247981650473	2887454.451124607
-1.226740961634949	4331181.676686911
-1.2265571251048506	4908672.5669118315
-1.2263732885747523	4619927.121799371
-1.226189452044654	3464945.341349528
-1.2260056155145556	3176199.896237068
-1.2258217789844572	2309963.5608996856
-1.2256379424543589	1443727.2255623036
-1.2254541059242605	2598709.0060121464
-1.2252702693941622	2598709.0060121464
-1.2250864328640638	2021218.1157872248
-1.2249025963339655	2021218.1157872248
-1.2247187598038671	1154981.7804498428
-1.2245349232737688	866236.335337382
-1.2243510867436704	1154981.7804498428
-1.224167250213572	1443727.2255623036
-1.2239834136834737	1732472.670674764
-1.2237995771533754	1732472.670674764
-1.223615740623277	2021218.1157872248
-1.2234319040931787	2309963.5608996856
-1.2232480675630804	2021218.1157872248
-1.223064231032982	1732472.670674764
-1.2228803945028837	1443727.2255623036
-1.2226965579727853	1443727.2255623036
-1.222512721442687	1732472.670674764
-1.2223288849125886	1443727.2255623036
-1.2221450483824903	1443727.2255623036
-1.221961211852392	866236.335337382
-1.2217773753222936	577490.8902249214
-1.2215935387921952	866236.335337382
-1.2214097022620969	1732472.670674764
-1.2212258657319985	2598709.0060121464
-1.2210420292019002	2309963.5608996856
-1.2208581926718018	1154981.7804498428
-1.2206743561417035	0
-1.2204905196116052	288745.4451124607
-1.2203066830815068	1154981.7804498428
-1.2201228465514085	1443727.2255623036
-1.21993901002131	1154981.7804498428
-1.2197551734912118	866236.335337382
-1.2195713369611134	1154981.7804498428
-1.219387500431015	866236.335337382
-1.2192036639009167	866236.335337382
-1.2190198273708184	1443727.2255623036
-1.21883599084072	1154981.7804498428
-1.2186521543106217	1443727.2255623036
-1.2184683177805233	2021218.1157872248
-1.218284481250425	1443727.2255623036
-1.2181006447203266	866236.335337382
-1.2179168081902283	866236.335337382
-1.21773297166013	1154981.7804498428
-1.2175491351300316	1443727.2255623036
-1.2173652985999333	866236.335337382
-1.217181462069835	866236.335337382
-1.2169976255397366	577490.8902249214
-1.2168137890096382	577490.8902249214
-1.2166299524795399	577490.8902249214
-1.2164461159494415	0
-1.2162622794193432	-866236.335337382
-1.2160784428892448	-1443727.2255623036
-1.2158946063591465	-1732472.670674764
-1.2157107698290481	-1443727.2255623036
-1.2155269332989498	-866236.335337382
-1.2153430967688514	-288745.4451124607
-1.215159260238753	-1443727.2255623036
-1.2149754237086547	-1154981.7804498428
-1.2147915871785564	-866236.335337382
-1.214607750648458	-866236.335337382
-1.2144239141183597	-288745.4451124607
-1.2142400775882614	0
-1.214056241058163	0
-1.2138724045280647	288745.4451124607
-1.2136885679979663	-288745.4451124607
-1.213504731467868	-866236.335337382
-1.2133208949377696	-866236.335337382
-1.2131370584076713	-577490.8902249214
-1.212953221877573	-1443727.2255623036
-1.2127693853474746	-2021218.1157872248
-1.2125855488173762	-1732472.670674764
-1.2124017122872779	-577490.8902249214
-1.2122178757571795	0
-1.2120340392270812	-866236.335337382
-1.2118502026969828	-1443727.2255623036
-1.2116663661668845	-1154981.7804498428
-1.2114825296367862	-577490.8902249214
-1.2112986931066878	288745.4451124607
-1.2111148565765895	577490.8902249214
-1.2109310200464911	288745.4451124607
-1.2107471835163928	-577490.8902249214
-1.2105633469862944	-577490.8902249214
-1.210379510456196	288745.4451124607
-1.2101956739260977	866236.335337382
-1.2100118373959994	1732472.670674764
-1.209828000865901	2021218.1157872248
-1.2096441643358027	1732472.670674764
-1.2094603278057043	1732472.670674764
-1.209276491275606	1732472.670674764
-1.2090926547455076	1443727.2255623036
-1.2089088182154093	866236.335337382
-1.208724981685311	866236.335337382
-1.2085411451552126	577490.8902249214
-1.2083573086251143	577490.8902249214
-1.208173472095016	1732472.670674764
-1.2079896355649176	1732472.670674764
-1.2078057990348192	866236.335337382
-1.2076219625047209	0
-1.2074381259746225	-577490.8902249214
-1.2072542894445242	-288745.4451124607
-1.2070704529144258	-288745.4451124607
-1.2068866163843275	0
-1.2067027798542291	866236.335337382
-1.2065189433241308	1154981.7804498428
-1.2063351067940324	2309963.5608996856
-1.206151270263934	2309963.5608996856
-1.2059674337338357	1443727.2255623036
-1.2057835972037374	1154981.7804498428
-1.205599760673639	866236.335337382
-1.2054159241435407	1443727.2255623036
-1.2052320876134424	866236.335337382
-1.205048251083344	-577490.8902249214
-1.2048644145532457	-866236.335337382
-1.2046805780231473	-866236.335337382
-1.204496741493049	0
-1.2043129049629506	577490.8902249214
-1.2041290684328523	577490.8902249214
-1.203945231902754	288745.4451124607
-1.2037613953726556	0
-1.2035775588425572	-288745.4451124607
-1.203393722312459	-577490.8902249214
-1.2032098857823605	0
-1.2030260492522622	0
-1.2028422127221639	-866236.335337382
-1.2026583761920655	-1154981.7804498428
