x	y
-1.1973910000005419	-916.1638233588671
-1.1972078847033725	-1832.3276467177343
-1.197024769406203	-2748.491470076601
-1.1968416541090336	-2748.491470076601
-1.1966585388118642	-1832.3276467177343
-1.1964754235146948	-916.1638233588671
-1.1962923082175254	0
-1.196109192920356	916.1638233588671
-1.1959260776231866	916.1638233588671
-1.1957429623260172	916.1638233588671
-1.1955598470288478	0
-1.1953767317316784	-916.1638233588671
-1.195193616434509	-916.1638233588671
-1.1950105011373395	-916.1638233588671
-1.1948273858401701	-916.1638233588671
-1.1946442705430007	-1832.3276467177343
-1.1944611552458313	-916.1638233588671
-1.1942780399486619	-916.1638233588671
-1.1940949246514925	-1832.3276467177343
-1.193911809354323	-1832.3276467177343
-1.1937286940571536	-916.1638233588671
-1.1935455787599842	0
-1.1933624634628148	0
-1.1931793481656454	916.1638233588671
-1.192996232868476	0
-1.1928131175713066	0
-1.1926300022741372	916.1638233588671
-1.1924468869769678	-916.1638233588671
-1.1922637716797984	-916.1638233588671
-1.192080656382629	-916.1638233588671
-1.1918975410854595	-916.1638233588671
-1.1917144257882901	-916.1638233588671
-1.1915313104911207	-916.1638233588671
-1.1913481951939513	916.1638233588671
-1.1911650798967819	916.1638233588671
-1.1909819645996125	1832.3276467177343
-1.190798849302443	1832.3276467177343
-1.1906157340052737	916.1638233588671
-1.1904326187081042	0
-1.1902495034109348	-916.1638233588671
-1.1900663881137654	-916.1638233588671
-1.189883272816596	-916.1638233588671
-1.1897001575194266	0
-1.1895170422222572	916.1638233588671
-1.1893339269250878	916.1638233588671
-1.1891508116279184	916.1638233588671
-1.188967696330749	0
-1.1887845810335795	-916.1638233588671
-1.1886014657364101	-916.1638233588671
-1.1884183504392407	-916.1638233588671
-1.1882352351420713	0
-1.1880521198449019	916.1638233588671
-1.1878690045477325	0
-1.187685889250563	0
-1.1875027739533937	0
-1.1873196586562242	-916.1638233588671
-1.1871365433590548	0
-1.1869534280618854	-916.1638233588671
-1.186770312764716	-1832.3276467177343
-1.1865871974675466	-1832.3276467177343
-1.1864040821703772	-916.1638233588671
-1.1862209668732078	916.1638233588671
-1.1860378515760384	916.1638233588671
-1.185854736278869	0
-1.1856716209816995	-916.1638233588671
-1.1854885056845301	-916.1638233588671
-1.1853053903873607	0
-1.1851222750901913	916.1638233588671
-1.184939159793022	0
-1.1847560444958525	-916.1638233588671
-1.184572929198683	-2748.491470076601
-1.1843898139015137	-2748.491470076601
-1.1842066986043442	-2748.491470076601
-1.1840235833071748	-1832.3276467177343
-1.1838404680100054	-1832.3276467177343
-1.183657352712836	-1832.3276467177343
-1.1834742374156666	-2748.491470076601
-1.1832911221184972	-2748.491470076601
-1.1831080068213278	-1832.3276467177343
-1.1829248915241584	-1832.3276467177343
-1.182741776226989	-1832.3276467177343
-1.1825586609298195	-1832.3276467177343
-1.1823755456326501	-1832.3276467177343
-1.1821924303354807	-1832.3276467177343
-1.1820093150383113	-1832.3276467177343
-1.181826199741142	0
-1.1816430844439725	916.1638233588671
-1.181459969146803	916.1638233588671
-1.1812768538496337	0
-1.1810937385524642	0
-1.1809106232552948	0
-1.1807275079581254	-916.1638233588671
-1.180544392660956	-1832.3276467177343
-1.1803612773637866	-916.1638233588671
-1.1801781620666172	-1832.3276467177343
-1.1799950467694478	-916.1638233588671
-1.1798119314722784	0
-1.179628816175109	0
-1.1794457008779395	0
-1.1792625855807701	916.1638233588671
-1.1790794702836007	916.1638233588671
-1.1788963549864313	916.1638233588671
-1.178713239689262	916.1638233588671
-1.1785301243920925	916.1638233588671
-1.178347009094923	0
-1.1781638937977537	-916.1638233588671
-1.1779807785005842	-1832.3276467177343
-1.1777976632034148	-2748.491470076601
-1.1776145479062454	-2748.491470076601
-1.177431432609076	-916.1638233588671
-1.1772483173119066	-916.1638233588671
-1.1770652020147372	-916.1638233588671
-1.1768820867175678	0
-1.1766989714203984	0
-1.176515856123229	0
-1.1763327408260595	-916.1638233588671
-1.1761496255288901	-916.1638233588671
-1.1759665102317207	0
-1.1757833949345513	-916.1638233588671
-1.175600279637382	-916.1638233588671
-1.1754171643402125	0
-1.175234049043043	0
-1.1750509337458737	916.1638233588671
-1.1748678184487042	916.1638233588671
-1.1746847031515348	916.1638233588671
-1.1745015878543654	916.1638233588671
-1.174318472557196	916.1638233588671
-1.1741353572600266	1832.3276467177343
-1.1739522419628572	1832.3276467177343
-1.1737691266656878	1832.3276467177343
-1.1735860113685184	916.1638233588671
-1.173402896071349	0
-1.1732197807741795	0
-1.1730366654770101	916.1638233588671
-1.1728535501798407	-916.1638233588671
-1.1726704348826713	-916.1638233588671
-1.172487319585502	0
-1.1723042042883325	0
-1.172121088991163	-916.1638233588671
-1.1719379736939937	-916.1638233588671
-1.1717548583968243	-916.1638233588671
-1.1715717430996548	-916.1638233588671
-1.1713886278024854	-916.1638233588671
-1.171205512505316	-916.1638233588671
-1.1710223972081466	0
-1.1708392819109772	-916.1638233588671
-1.1706561666138078	916.1638233588671
-1.1704730513166384	1832.3276467177343
-1.170289936019469	916.1638233588671
-1.1701068207222995	916.1638233588671
-1.1699237054251301	0
-1.1697405901279607	-916.1638233588671
-1.1695574748307913	-1832.3276467177343
-1.169374359533622	-1832.3276467177343
-1.1691912442364525	0
-1.169008128939283	916.1638233588671
-1.1688250136421137	916.1638233588671
-1.1686418983449443	0
-1.1684587830477748	0
-1.1682756677506054	-916.1638233588671
-1.168092552453436	0
-1.1679094371562666	0
-1.1677263218590972	-916.1638233588671
-1.1675432065619278	-916.1638233588671
-1.1673600912647584	-916.1638233588671
-1.167176975967589	-916.1638233588671
-1.1669938606704195	-916.1638233588671
-1.1668107453732501	-916.1638233588671
